function_name,seed,unit_size,p,input_singal_factor,input_gain,feed_gain,lm,train_nmse,nmse,test_nmse
mackey200,0,200,0.7000,0.4400,0.3700,0.8900,0.0000,0.13647230,0.13244383,0.14142317
mackey200,0,200,0.8000,0.3000,0.4300,0.9100,0.0000,0.14084289,0.13371067,0.14409323
mackey200,0,200,0.9000,0.4000,0.4500,0.9300,0.0000,0.13606599,0.13222205,0.14418099
mackey200,0,200,1.0000,0.4800,0.4300,0.8900,0.0000,0.13212697,0.13588790,0.14216574
mackey200,1,200,0.0000,0.3000,0.3700,0.8700,9.0000,0.99476744,1.01240327,0.99507342
mackey200,1,200,0.1000,0.4600,0.3900,0.9300,0.0000,0.16661183,0.15423132,0.16113444
mackey200,1,200,0.2000,0.4400,0.4300,0.9100,0.0000,0.14611021,0.13556745,0.15000948
mackey200,1,200,0.3000,0.3800,0.3700,0.9500,0.0000,0.14041907,0.13407659,0.14422087
mackey200,1,200,0.4000,0.3800,0.3900,0.8700,0.0000,0.13920578,0.13346450,0.14414069
mackey200,1,200,0.5000,0.5000,0.3700,0.8700,0.0000,0.13819873,0.13392601,0.14438366
mackey200,1,200,0.6000,0.4600,0.4500,0.8900,0.0000,0.13111815,0.13168336,0.14393829
mackey200,1,200,0.7000,0.4600,0.4500,0.9300,0.0000,0.13285956,0.13277686,0.14661336
mackey200,1,200,0.8000,0.3600,0.4300,0.9500,0.0000,0.13538456,0.13290228,0.14692145
mackey200,1,200,0.9000,0.4000,0.4300,0.8900,0.0000,0.13832295,0.13431717,0.14619447
mackey200,1,200,1.0000,0.4000,0.4100,0.9500,0.0000,0.13757217,0.13600737,0.14521287
mackey200,2,200,0.0000,0.3000,0.3700,0.8700,9.0000,0.99476744,1.01240327,0.99507342
mackey200,2,200,0.1000,0.5000,0.3900,0.8700,0.0000,0.16213028,0.15515557,0.15880384
mackey200,2,200,0.2000,0.4000,0.4300,0.8700,0.0000,0.14781030,0.14038402,0.14530723
mackey200,2,200,0.3000,0.4400,0.4100,0.8700,0.0000,0.13863463,0.13262109,0.14509542
mackey200,2,200,0.4000,0.3600,0.3700,0.9100,0.0000,0.13994026,0.13355572,0.14053808
mackey200,2,200,0.5000,0.4000,0.4500,0.8900,0.0000,0.13836748,0.13254245,0.14400650
mackey200,2,200,0.6000,0.3600,0.4100,0.9300,0.0000,0.13616775,0.13299380,0.14134257
mackey200,2,200,0.7000,0.4400,0.4300,0.9500,0.0000,0.13053312,0.13332903,0.14397316
mackey200,2,200,0.8000,0.4400,0.4100,0.9300,0.0000,0.13463876,0.13270521,0.14310271
mackey200,2,200,0.9000,0.4600,0.4100,0.9300,0.0000,0.13261742,0.13444555,0.14331156
mackey200,2,200,1.0000,0.3800,0.3900,0.9300,0.0000,0.13783321,0.13588205,0.14434382
